"id","name","type","desc","atk","def","level","race","attribute","archetype","set_tag","setcode","ban_tcg","ban_ocg","ban_goat","image_url","image_url_small"
"45894482","Gilasaurus","Effect Monster","You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their Graveyard.","1400","400","3","Dinosaur","EARTH","","DB2-EN008,BP01-EN177,BP02-EN013,LCJW-EN148,RP02-EN043,BP02-EN013,LON-071,SR04-EN012,BP01-EN177,SD09-EN005,LON-E071,LON-EN071,","Dark Beginning 2,Battle Pack: Epic Dawn,Battle Pack 2: War of the Giants,Legendary Collection 4: Joey's World Mega Pack,Retro Pack 2,Battle Pack 2: War of the Giants,Labyrinth of Nightmare,Dinosmasher's Fury Structure Deck,Battle Pack: Epic Dawn,Structure Deck: Dinosaur's Rage,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/45894482.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/45894482.jpg"
"46821314","Humanoid Slime","Normal Monster","This slime apparently has some human genes in its genetic makeup.","800","2000","4","Aqua","WATER","Slime","DB1-EN207,LON-003,LON-EN003,LON-E003,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/46821314.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/46821314.jpg"
"49064413","The Masked Beast","Ritual Monster","You can Ritual Summon this card with ""Curse of the Masked Beast"".","3200","1800","8","Fiend","DARK","Mask","DL2-001,DPBC-EN031,RP02-EN027,DB1-EN214,LON-001,LON-E001,DL2-EN001,LON-EN001,","Duelist League Series 2 participation cards,Duelist Pack: Battle City,Retro Pack 2,Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Duelist League Series 2 participation cards,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/49064413.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/49064413.jpg"
"52121290","Spherous Lady","Normal Monster","Many have been deceived by the beauty of this vampire.","400","1400","3","Rock","EARTH","","LON-059,LON-E059,LON-EN059,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/52121290.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/52121290.jpg"
"53530069","Spirit of the Breeze","Effect Monster","As long as this card remains in face-up Attack Position on your side of the field, increase your Life Points by 1000 points during each of your Standby Phases.","0","1800","3","Fairy","WIND","","DB1-EN235,LON-037,LON-EN037,LON-E037,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/53530069.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/53530069.jpg"
"53582587","Torrential Tribute","Trap Card","When a monster(s) is Summoned: Destroy all monsters on the field.","","","","Normal","","","YS18-EN037,SDMP-EN039,YS17-EN035,BLRR-EN047,LDK2-ENJ38,SD2-EN025,SD4-EN030,RP02-EN034,SDLS-EN035,SDRE-EN036,BP01-EN051,TU05-EN009,BP01-EN051,SDDE-EN031,PGLD-EN060,DL18-EN016,GLD1-EN040,LCYW-EN180,NKRT-EN043,DB1-EN228,LCJW-EN294,LON-025,HL04-EN006,LON-E025,LON-EN025,","Starter Deck: Codebreaker,Master of Pendulum Structure Deck,Starter Deck: Link Strike,Battles of Legend: Relentless Revenge,Legendary Decks II,Structure Deck: Zombie Madness,Structure Deck: Fury from the Deep,Retro Pack 2,Lost Sanctuary Structure Deck,Realm of the Sea Emperor Structure Deck,Battle Pack: Epic Dawn,Turbo Pack: Booster Five,Battle Pack: Epic Dawn,The Dark Emperor Structure Deck,Premium Gold,Duelist League 18 participation cards,Gold Series,Legendary Collection 3: Yugi's World Mega Pack,Noble Knights of the Round Table Power-Up Pack,Dark Beginning 1,Legendary Collection 4: Joey's World Mega Pack,Labyrinth of Nightmare,Hobby League 4 participation card F,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","Limited","https://storage.googleapis.com/ygoprodeck.com/pics/53582587.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/53582587.jpg"
"55226821","Lightning Blade","Spell Card","Equip only to a Warrior-Type monster. It gains 800 ATK. All WATER monsters lose 500 ATK.","","","","Equip","","","LON-022,DB1-EN225,YSDJ-EN023,RP02-EN032,SD5-EN022,LON-EN022,LON-E022,","Labyrinth of Nightmare,Dark Beginning 1,Starter Deck: Jaden Yuki,Retro Pack 2,Structure Deck: Warrior's Triumph,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/55226821.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/55226821.jpg"
"56747793","United We Stand","Spell Card","The equipped monster gains 800 ATK and DEF for each face-up monster you control.","","","","Equip","","","YS17-EN027,YS18-EN028,OP02-EN023,SDDL-EN023,BP01-EN043,DT03-EN092,BP01-EN043,LON-049,DB1-EN244,RP02-EN038,LON-EN049,LON-E049,","Starter Deck: Link Strike,Starter Deck: Codebreaker,OTS Tournament Pack 2,Dragunity Legion Structure Deck,Battle Pack: Epic Dawn,Duel Terminal 3,Battle Pack: Epic Dawn,Labyrinth of Nightmare,Dark Beginning 1,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","Limited","https://storage.googleapis.com/ygoprodeck.com/pics/56747793.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/56747793.jpg"
"56948373","Mask of the Accursed","Spell Card","The monster equipped with this card cannot attack. The controller of the equipped monster takes 500 points of damage during each of your Standby Phases.","","","","Equip","","Mask","LON-019,DB1-EN222,LON-E019,LON-EN019,","Labyrinth of Nightmare,Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/56948373.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/56948373.jpg"
"57579381","Darklord Marie","Effect Monster","Once per turn, during your Standby Phase: You gain 200 LP. This card must be in the Graveyard to activate and to resolve this effect.","1700","1200","5","Fiend","DARK","Darklord","DESO-EN046,LON-046,DB1-EN241,LON-E046,LON-EN046,","Destiny Soldiers,Labyrinth of Nightmare,Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/57579381.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/57579381.jpg"
"57882509","Mask of Weakness","Trap Card","Target 1 attacking monster; that target loses 700 ATK until the end of this turn.","","","","Normal","","Mask","DB1-EN218,BP03-EN190,BP02-EN174,BP03-EN190,DEM1-EN016,BP02-EN174,LON-015,DT01-EN047,YS15-ENL26,YS15-END19,LON-E015,LON-EN015,DTP1-EN017,DTP1-EN017,","Dark Beginning 1,Battle Pack 3: Monster League,Battle Pack 2: War of the Giants,Battle Pack 3: Monster League,Demo Pack,Battle Pack 2: War of the Giants,Labyrinth of Nightmare,Duel Terminal 1,Dark Legion Starter Deck,2-Player Starter Deck: Yuya & Declan,Labyrinth of Nightmare,Labyrinth of Nightmare,Duel Terminal - Preview Wave 1,Duel Terminal - Preview Wave 2,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/57882509.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/57882509.jpg"
"57953380","Card of Safe Return","Spell Card","When a monster is Special Summoned from your Graveyard, you can draw 1 card.","","","","Continuous","","","RP02-EN037,DB1-EN232,SDZW-EN021,SD2-EN018,LON-029,HL07-EN005,LON-E029,LON-EN029,","Retro Pack 2,Dark Beginning 1,Zombie World Structure Deck,Structure Deck: Zombie Madness,Labyrinth of Nightmare,Hobby League 7 participation card E,Labyrinth of Nightmare,Labyrinth of Nightmare,","Banned","Banned","","https://storage.googleapis.com/ygoprodeck.com/pics/57953380.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/57953380.jpg"
"58696829","Bio-Mage","Normal Monster","A mysterious priest created as a result of the latest advances in biotechnology.","1150","1000","3","Fairy","LIGHT","","LON-043,LON-E043,LON-EN043,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/58696829.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/58696829.jpg"
"58818411","Empress Mantis","Normal Monster","Queen of an army of giant mantises whose command moves legions.","2200","1400","6","Insect","WIND","","LON-040,LON-E040,LON-EN040,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/58818411.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/58818411.jpg"
"62279055","Magic Cylinder","Trap Card","When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and if you do, inflict damage to your opponent equal to its ATK.","","","","Normal","","","YS14-ENA14,YSDS-EN038,SDMY-EN038,YS15-ENF22,YS15-ENL23,INCH-EN060,YS12-EN034,LDK2-ENY37,RP02-EN050,SDSC-EN038,YGLD-ENB35,BP01-EN091,YSYR-EN043,SD6-EN036,YS13-ENV15,YSD-EN040,YSDJ-EN040,DL12-EN019,BP01-EN091,LCYW-EN099,IOC-SE2,LON-104,LON-E104,LON-EN104,YS15-END17,","Space-Time Showdown Power-Up Pack,Starter Deck: Syrus Truesdale,Structure Deck: Yugi Muto,Saber Force Starter Deck,Dark Legion Starter Deck,The Infinity Chasers,Starter Deck: Xyz Symphony,Legendary Decks II,Retro Pack 2,Spellcaster's Command Structure Deck,Yugi's Legendary Decks,Battle Pack: Epic Dawn,Starter Deck: Yugi Reloaded,Structure Deck: Spellcaster's Judgment,Super Starter Power-Up Pack,Starter Deck 2006,Starter Deck: Jaden Yuki,Duelist League 3 participation cards,Battle Pack: Epic Dawn,Legendary Collection 3: Yugi's World Mega Pack,Invasion of Chaos: Special Edition,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,2-Player Starter Deck: Yuya & Declan,","","","Limited","https://storage.googleapis.com/ygoprodeck.com/pics/62279055.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/62279055.jpg"
"64752646","Fire Princess","Effect Monster","Each time you gain Life Points, inflict 500 damage to your opponent.","1300","1500","4","Pyro","FIRE","","DB1-EN234,GLD1-EN005,LON-034,LCYW-EN161,LON-E034,LON-EN034,","Dark Beginning 1,Gold Series,Labyrinth of Nightmare,Legendary Collection 3: Yugi's World Mega Pack,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/64752646.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/64752646.jpg"
"65475294","The Unfriendly Amazon","Effect Monster","Tribute 1 of your monsters on the field (excluding this monster) during each of your Standby Phases. If you do not, this card is destroyed.","2000","1000","4","Warrior","EARTH","","LON-031,LON-E031,LON-EN031,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/65475294.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/65475294.jpg"
"66989694","The Earl of Demise","Normal Monster","This gentlemanly creature is extremely wicked, feared by man and fiend alike.","2000","700","5","Fiend","DARK","","DB1-EN250,LON-056,LON-E056,LON-EN056,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/66989694.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/66989694.jpg"
"67105242","Earthbound Spirit","Normal Monster","A vengeful creature formed by the spirits of fallen warriors, it drags any who dare approach it into the deepest bowels of the earth.","500","2000","4","Fiend","EARTH","Earthbound","LON-055,DB1-EN249,LON-EN055,LON-E055,","Labyrinth of Nightmare,Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/67105242.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/67105242.jpg"
"67287533","Spirit Message ""N""","Spell Card","This card can only be placed on the field by the effect of ""Destiny Board"".","","","","Continuous","","Spirit Message","DPRP-EN043,DB2-EN023,RP02-EN047,LON-090,LON-EN090,LON-E090,","Duelist Pack: Rivals of the Pharaoh,Dark Beginning 2,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/67287533.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/67287533.jpg"
"67371383","Amphibian Beast","Normal Monster","On land or in the sea, the speed of this monster is unmatchable.","2400","2000","6","Fish","WATER","","DB1-EN211,LON-008,LON-EN008,LON-E008,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/67371383.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/67371383.jpg"
"68049471","The Gross Ghost of Fled Dreams","Normal Monster","This monster feeds on the dreams of an unwary sleeper, dragging the victim into eternal slumber.","1300","1800","4","Fiend","DARK","","DB1-EN247,LON-053,LON-EN053,LON-E053,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/68049471.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/68049471.jpg"
"68400115","The Emperor's Holiday","Trap Card","Negate all Equip Card effects on the field.","","","","Continuous","","","DB2-EN020,TU08-EN017,LON-087,LON-E087,LON-EN087,","Dark Beginning 2,Turbo Pack: Booster Eight,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/68400115.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/68400115.jpg"
"69122763","Deal of Phantom","Trap Card","Select 1 face-up monster on the field. Increase the selected monster's ATK by 100 points for each monster in your Graveyard during the turn this card is activated. The number of monsters is applied when this card is activated.","","","","Normal","","","LON-084,LON-E084,LON-EN084,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/69122763.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/69122763.jpg"
"69140098","Gemini Elf","Normal Monster","Elf twins that alternate their attacks.","1900","900","4","Spellcaster","EARTH","","DB2-EN094,SD6-EN004,YSDJ-EN002,YSYR-EN006,RP02-EN026,IOC-SE1,LON-000,LON-EN000,LON-E000,","Dark Beginning 2,Structure Deck: Spellcaster's Judgment,Starter Deck: Jaden Yuki,Starter Deck: Yugi Reloaded,Retro Pack 2,Invasion of Chaos: Special Edition,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/69140098.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/69140098.jpg"
"69140099","Gemini Elf","Normal Monster","Elf twins that alternate their attacks.","1900","900","4","Spellcaster","EARTH","","DB2-EN094,SD6-EN004,YSDJ-EN002,YSYR-EN006,RP02-EN026,IOC-SE1,LON-000,LON-EN000,LON-E000,","Dark Beginning 2,Structure Deck: Spellcaster's Judgment,Starter Deck: Jaden Yuki,Starter Deck: Yugi Reloaded,Retro Pack 2,Invasion of Chaos: Special Edition,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/69140099.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/69140099.jpg"
"69832741","Spirit Elimination","Spell Card","When monsters in the Graveyard are removed from play, remove monsters on your side of the field from play as substitutes. This card remains active until the end of the turn that it is activated. The substitutes remain removed from play.","","","","Normal","","","LON-102,LON-EN102,LON-E102,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/69832741.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/69832741.jpg"
"69954399","Ekibyo Drakmord","Spell Card","The equipped monster cannot attack. Destroy the equipped monster at the end of its controller's 2nd turn after this card is activated. At that time, this card is returned to the owner's hand.","","","","Equip","","","DB2-EN031,SDWS-EN024,LON-099,LON-E099,LON-EN099,","Dark Beginning 2,Warriors' Strike Structure Deck,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/69954399.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/69954399.jpg"
"70344351","Riryoku Field","Trap Card","When a Spell Card that targets exactly 1 monster on the field (and no other cards) is activated: Negate the activation, and if you do, destroy it.","","","","Counter","","","BPW2-EN080,SKE-048,LON-081,DB2-EN015,WGRT-EN080,LON-E081,LON-EN081,","War of the Giants: Round 2,Starter Deck: Kaiba Evolution,Labyrinth of Nightmare,Dark Beginning 2,War of the Giants Reinforcements,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/70344351.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/70344351.jpg"
"71283180","Tornado Bird","Flip Effect Monster","FLIP: Return 2 Spell or Trap Cards on the field to their owners' hands.","1100","1000","4","Winged Beast","WIND","","TP5-EN012,LON-072,DB2-EN009,LON-E072,LON-EN072,","Tournament Pack 5,Labyrinth of Nightmare,Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/71283180.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/71283180.jpg"
"71466592","Maryokutai","Effect Monster","You can only activate this card's effect during your opponent's turn. When your opponent activates a Spell Card, Tribute this face-up card to negate the activation of the Spell Card and destroy it.","900","900","3","Aqua","WATER","","DB2-EN011,LON-076,LON-EN076,LON-E076,","Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/71466592.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/71466592.jpg"
"73216412","Worm Drake","Normal Monster","Once this monster wraps itself around a victim, there is no escape.","1400","1500","4","Reptile","EARTH","Worm","DB1-EN208,LON-004,LON-EN004,LON-E004,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/73216412.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/73216412.jpg"
"76305638","The Rock Spirit","Effect Monster","This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 EARTH monster in your Graveyard. Increase the ATK of this monster by 300 points during your opponent's Battle Phase.","1700","1000","4","Rock","EARTH","","DB2-EN007,LON-069,LON-E069,LON-EN069,","Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/76305638.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/76305638.jpg"
"77527210","Soul of Purity and Light","Effect Monster","This card cannot be Normal Summoned or Normal Set. This card can only be Special Summoned by removing from play 2 LIGHT monsters in your Graveyard. All monsters your opponent controls lose 300 ATK during their Battle Phase only.","2000","1800","6","Fairy","LIGHT","","CP06-EN016,DB2-EN005,LON-066,SDLS-EN016,LON-EN066,LON-E066,","Champion Pack: Game Six,Dark Beginning 2,Labyrinth of Nightmare,Lost Sanctuary Structure Deck,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/77527210.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/77527210.jpg"
"82432018","Mask of Brutality","Spell Card","The equipped monster gains 1000 ATK and loses 1000 DEF. During each of your Standby Phases, pay 1000 LP or destroy this card.","","","","Equip","","Mask","BP03-EN137,DB1-EN223,BP03-EN137,LON-020,LON-EN020,LON-E020,","Battle Pack 3: Monster League,Dark Beginning 1,Battle Pack 3: Monster League,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/82432018.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/82432018.jpg"
"83746708","Mage Power","Spell Card","The equipped monster gains 500 ATK and DEF for each Spell/Trap Card you control.","","","","Equip","","","RP02-EN039,SDDL-EN024,SDSC-EN027,OP01-EN022,YSYR-EN029,CP06-EN011,SD6-EN022,LON-050,DB1-EN245,LON-E050,LON-EN050,","Retro Pack 2,Dragunity Legion Structure Deck,Spellcaster's Command Structure Deck,OTS Tournament Pack 1,Starter Deck: Yugi Reloaded,Champion Pack: Game Six,Structure Deck: Spellcaster's Judgment,Labyrinth of Nightmare,Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","Limited","https://storage.googleapis.com/ygoprodeck.com/pics/83746708.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/83746708.jpg"
"83968380","Jar of Greed","Trap Card","Draw 1 card.","","","","Normal","","Greed","SS01-ENC16,SD3-EN029,YSD-EN036,SKE-047,DB1-EN242,YS14-EN038,LON-047,LON-EN047,LON-E047,","Speed Duel Starter Decks: Destiny Masters,Structure Deck: Blaze of Destruction,Starter Deck 2006,Starter Deck: Kaiba Evolution,Dark Beginning 1,Super Starter: Space-Time Showdown,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/83968380.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/83968380.jpg"
"84080939","The Forgiving Maiden","Effect Monster","Tribute this face-up card to return to your hand 1 of your monsters destroyed as a result of battle during this turn.","850","2000","4","Fairy","LIGHT","","DB1-EN239,LON-044,LON-E044,LON-EN044,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/84080939.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/84080939.jpg"
"84080938","The Forgiving Maiden","Effect Monster","Tribute this face-up card to return to your hand 1 of your monsters destroyed as a result of battle during this turn.","850","2000","4","Fairy","LIGHT","","DB1-EN239,LON-044,LON-E044,LON-EN044,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/84080938.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/84080938.jpg"
"85802526","Cure Mermaid","Effect Monster","As long as this card remains face-up on your side of the field, increase your Life Points by 800 points during each of your Standby Phases.","1500","800","4","Fish","WATER","","DB1-EN237,LON-041,LON-E041,LON-EN041,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/85802526.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/85802526.jpg"
"86099788","The Last Warrior from Another Planet","Fusion Monster","""Zombyra the Dark"" + ""Maryokutai""\nWhen this card is Special Summoned, destroy all monsters on your side of the field except this card. As long as this card remains face-up on the field, neither player can Normal Summon, Flip Summon, or Special Summon any monster.","2350","2300","7","Warrior","EARTH","","DB2-EN012,LON-077,LON-EN077,LON-E077,","Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/86099788.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/86099788.jpg"
"86281779","Gadget Soldier","Normal Monster","A rust-free machine warrior born to battle.","1800","2000","6","Machine","FIRE","Gadget","LON-010,LON-EN010,LON-E010,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/86281779.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/86281779.jpg"
"86569121","Melchid the Four-Face Beast","Normal Monster","This monster has four different masks for four different attacks.","1500","1200","4","Fiend","DARK","Mask","DB1-EN215,RP02-EN029,LON-012,LON-E012,LON-EN012,","Dark Beginning 1,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/86569121.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/86569121.jpg"
"87303357","Shining Abyss","Normal Monster","This monster employs the powers of both Light and Darkness.","1600","1800","4","Fairy","LIGHT","","DB1-EN212,LON-009,LON-E009,LON-EN009,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/87303357.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/87303357.jpg"
"88240808","Kycoo the Ghost Destroyer","Effect Monster","When this card inflicts battle damage to your opponent: You can target up to 2 monsters in their Graveyard; banish those targets. Your opponent cannot banish cards from either player's Graveyard.","1800","700","4","Spellcaster","DARK","","TU03-EN016,TP5-EN006,DB2-EN002,SDDE-EN007,RP02-EN040,LCYW-EN242,BP02-EN011,BP02-EN011,LON-062,HL04-EN005,LON-E062,LON-EN062,","Turbo Pack: Booster Three,Tournament Pack 5,Dark Beginning 2,The Dark Emperor Structure Deck,Retro Pack 2,Legendary Collection 3: Yugi's World Mega Pack,Battle Pack 2: War of the Giants,Battle Pack 2: War of the Giants,Labyrinth of Nightmare,Hobby League 4 participation card E,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/88240808.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/88240808.jpg"
"88472456","Zombyra the Dark","Effect Monster","This card cannot attack your opponent directly. If this card destroys a monster by battle: This card loses 200 ATK.","2100","500","4","Warrior","DARK","","LON-074,BP02-EN014,BP02-EN014,SYE-022,BP01-EN120,DB2-EN010,BP01-EN120,LON-E074,LON-EN074,","Labyrinth of Nightmare,Battle Pack 2: War of the Giants,Battle Pack 2: War of the Giants,Starter Deck: Yugi Evolution,Battle Pack: Epic Dawn,Dark Beginning 2,Battle Pack: Epic Dawn,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/88472456.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/88472456.jpg"
"90147755","Lady Assailant of Flames","Flip Effect Monster","FLIP: Remove 3 cards from the top of your Deck from play to inflict 800 points of damage to your opponent's Life Points.","1500","1000","4","Pyro","FIRE","","LON-035,LON-E035,LON-EN035,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/90147755.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/90147755.jpg"
"90925163","Dancing Fairy","Effect Monster","As long as this card remains in face-up Defense Position on your side of the field, increase your Life Points by 1000 points during each of your Standby Phases.","1700","1000","4","Fairy","WIND","","LON-038,DB1-EN236,LON-EN038,LON-E038,","Labyrinth of Nightmare,Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,","","","","https://storage.googleapis.com/ygoprodeck.com/pics/90925163.jpg","https://storage.googleapis.com/ygoprodeck.com/pics_small/90925163.jpg"
