año,id,Rareza,booster,Cat_Nico,search,Tier,name,desc,atk,def,type,Stars,subType,attribute,archetype,set_tag,setcode,ban_tcg,ban_ocg,ban_goat,image_url,image_url_small,Booster ABCD,repetida,repetida2,check rareza
2,76184692,C,Kaiba,9,#VALUE!,9,Hitotsu-Me Giant,"A one-eyed behemoth with thick, powerful arms made for delivering punishing blows.",1200,1000,Normal Monster,4,Beast-Warrior,EARTH,null,"SDK-002,DPKB-EN002,DB1-EN099,LOB-002,LOB-EN002,MRL-E107,","Starter Deck: Kaiba,Duelist Pack: Kaiba,Dark Beginning 1,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/76184692.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/76184692.jpg,9,TRUE,1,ok
2,98069388,UR,MRD,1,#VALUE!,1,Horn of Heaven,"When a monster(s) would be Summoned: Tribute 1 monster; negate the Summon, and if you do, destroy that monster(s).",null,null,Trap Card,0,Counter,0,null,"LCJW-EN292,PGL3-EN034,LCYW-EN090,DB2-EN076,MRD-130,MRD-E130,TP3-005,MRD-EN130,","Legendary Collection 4: Joey's World Mega Pack,Premium Gold: Infinite Gold,Legendary Collection 3: Yugi's World Mega Pack,Dark Beginning 2,Metal Raiders,Metal Raiders,Tournament Pack: 3rd Season,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/98069388.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/98069388.jpg,1,FALSE,0,ok
2,38552107,SR,SRL,#N/A,#VALUE!,--,Horn of Light,"Increase the DEF of a monster equipped with this card by 800 points. When this card is sent from the field to the Graveyard, if you pay 500 Life Points, this card returns to the top of your Deck.",null,null,Spell Card,0,Equip,0,null,"DB1-EN004,MRL-004,SRL-004,SRL-EN004,MRL-E004,","Dark Beginning 1,Magic Ruler,Spell Ruler,Spell Ruler,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/38552107.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/38552107.jpg,#N/A,FALSE,0,ok
2,64047146,UR,SRL,1,#VALUE!,1,Horn of the Unicorn,The equipped monster gains 700 ATK and DEF. When this card is sent from the field to the Graveyard: Return it to the top of the Deck.,null,null,Spell Card,0,Equip,0,null,"SRL-054,DB1-EN034,BP01-EN069,BP02-EN134,MRL-054,BP02-EN134,SRL-EN054,BP01-EN069,YGLD-ENA29,MRL-E054,","Spell Ruler,Dark Beginning 1,Battle Pack: Epic Dawn,Battle Pack 2: War of the Giants,Magic Ruler,Battle Pack 2: War of the Giants,Spell Ruler,Battle Pack: Epic Dawn,Yugi's Legendary Decks,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/64047146.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/64047146.jpg,1,FALSE,0,ok
2,75830094,#N/A,Kaiba Reloaded,,#VALUE!,--,Horus the Black Flame Dragon LV4,"Control of this face-up card cannot switch. During the End Phase, if this card destroyed a monster by battle this turn: You can send this face-up card to the Graveyard; Special Summon 1 ""Horus the Black Flame Dragon LV6"" from your hand or Deck.",1600,1000,Effect Monster,4,Dragon,FIRE,Horus the Black Flame Dragon,"LCYW-EN197,YSKR-EN019,SOD-EN006,SOD-EN006,DR3-EN006,","Legendary Collection 3: Yugi's World Mega Pack,Starter Deck: Kaiba Reloaded,Soul of the Duelist,Soul of the Duelist,Dark Revelation Volume 3,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/75830094.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/75830094.jpg,#N/A,FALSE,0,ok
2,11224103,#N/A,Kaiba Reloaded,,#VALUE!,--,Horus the Black Flame Dragon LV6,"This card is unaffected by Spell effects. During the End Phase, if this card destroyed a monster by battle this turn: You can send this face-up card to the Graveyard; Special Summon 1 ""Horus the Black Flame Dragon LV8"" from your hand or Deck.",2300,1600,Effect Monster,6,Dragon,FIRE,Horus the Black Flame Dragon,"YSKR-EN020,LCYW-EN198,SDRL-EN012,SOD-EN007,DR3-EN007,SOD-EN007,","Starter Deck: Kaiba Reloaded,Legendary Collection 3: Yugi's World Mega Pack,Rise of the Dragon Lords Structure Deck,Soul of the Duelist,Dark Revelation Volume 3,Soul of the Duelist,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/11224103.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/11224103.jpg,#N/A,FALSE,0,ok
2,67629977,R,MRD,#N/A,#VALUE!,--,Hoshiningen,"As long as this card remains face-up on the field, increase the ATK of all LIGHT monsters by 500 points and decrease the ATK of all DARK monsters by 400 points.",500,700,Effect Monster,2,Fairy,LIGHT,null,"DB2-EN060,AC18-EN018,MRD-102,MRD-E102,","Dark Beginning 2,Yu-Gi-Oh! Advent Calendar (2018),Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/67629977.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/67629977.jpg,#N/A,FALSE,0,ok
2,15083728,R,SRL,7,#VALUE!,7,House of Adhesive Tape,"If the DEF of a monster summoned by your opponent (excluding Special Summon) is 500 points or less, the monster is destroyed.",null,null,Trap Card,0,Normal,0,null,"SRL-064,MRL-064,SRL-EN064,MRL-E064,","Spell Ruler,Magic Ruler,Spell Ruler,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/15083728.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/15083728.jpg,7,FALSE,0,ok
2,30243636,C,SRL,#N/A,#VALUE!,--,Hungry Burger,"This monster can only be Ritual Summoned with the Ritual Spell Card, ""Hamburger Recipe"". You must also Tribute monsters whose total Level Stars equal 6 or more from the field or your hand.",2000,1850,Ritual Monster,6,Warrior,DARK,null,"SRL-068,SRL-EN068,MRL-068,MRL-E068,","Spell Ruler,Spell Ruler,Magic Ruler,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/30243636.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/30243636.jpg,#N/A,FALSE,0,ok
2,80141480,C,MRD,#N/A,#VALUE!,10,Hunter Spider,This monster feeds on whatever it catches in its web.,1600,1400,Normal Monster,5,Insect,EARTH,null,"MRD-049,MRD-E049,MRD-EN049,","Metal Raiders,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/80141480.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/80141480.jpg,#N/A,FALSE,0,ok
2,2118022,C,MRD,#N/A,#VALUE!,8,Hyosube,"This amphibian is strong on the attack, but leaves much to be desired when defending.",1500,900,Normal Monster,4,Aqua,WATER,null,"MRD-054,MRD-E054,MRD-EN054,","Metal Raiders,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/2118022.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/2118022.jpg,#N/A,FALSE,0,ok
2,62397231,C,SRL,#N/A,#VALUE!,--,Hyozanryu,A dragon created from a massibe diamond that sparkles with blinding light.,2100,2800,Normal Monster,7,Dragon,LIGHT,null,"DLG1-EN066,RP01-EN065,SRL-075,MRL-075,SKE-011,DB1-EN041,SRL-EN075,MRL-E075,","Dark Legends,Retro Pack,Spell Ruler,Magic Ruler,Starter Deck: Kaiba Evolution,Dark Beginning 1,Spell Ruler,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/62397231.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/62397231.jpg,#N/A,FALSE,2,ok
2,62397231,C,,#N/A,#VALUE!,--,Hyozanryu,A dragon created from a massibe diamond that sparkles with blinding light.,2100,2800,Normal Monster,7,Dragon,LIGHT,null,"DLG1-EN066,RP01-EN065,SRL-075,MRL-075,SKE-011,DB1-EN041,SRL-EN075,MRL-E075,","Dark Legends,Retro Pack,Spell Ruler,Magic Ruler,Starter Deck: Kaiba Evolution,Dark Beginning 1,Spell Ruler,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/62397231.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/62397231.jpg,#N/A,TRUE,1,ok
2,28546905,R,MRD,#N/A,#VALUE!,--,Illusionist Faceless Mage,Manipulates enemy attacks with the power of illusion.,1200,2200,Normal Monster,5,Spellcaster,DARK,null,"DB2-EN041,SDP-004,MRD-068,MRD-EN068,MRD-E068,","Dark Beginning 2,Starter Deck: Pegasus,Metal Raiders,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/28546905.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/28546905.jpg,#N/A,FALSE,0,ok
2,61740673,R,PSV,#N/A,#VALUE!,2,Imperial Order,"Negate all Spell effects on the field. Once per turn, during the Standby Phase, you must pay 700 LP (this is not optional), or this card is destroyed.",null,null,Trap Card,0,Continuous,0,null,"OP09-EN023,PSV-104,DUSA-EN049,PSV-EN104,DB1-EN086,LCYW-EN178,PSV-E104,","OTS Tournament Pack 9,Pharaoh's Servant,Duelist Saga,Pharaoh's Servant,Dark Beginning 1,Legendary Collection 3: Yugi's World Mega Pack,Pharaoh's Servant,",Limited,Limited,Banned,https://storage.googleapis.com/ygoprodeck.com/pics/61740673.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/61740673.jpg,#N/A,FALSE,0,ok
2,54109233,R,PSV,#N/A,#VALUE!,--,Infinite Dismissal,Level 3 or lower monsters are destroyed during the End Phase of the turn that they are Normal Summoned or Flip Summoned.,null,null,Trap Card,0,Continuous,0,null,"DB1-EN186,PSV-072,PSV-E072,PSV-EN072,","Dark Beginning 1,Pharaoh's Servant,Pharaoh's Servant,Pharaoh's Servant,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/54109233.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/54109233.jpg,#N/A,FALSE,0,ok
2,23615409,C,PSV,#N/A,#VALUE!,--,Insect Barrier,Insect-Type monsters your opponent controls cannot declare an attack.,null,null,Spell Card,0,Continuous,0,null,"DL13-EN014,DB1-EN205,PSV-102,PSV-E102,PSV-EN102,","Duelist League 13 participation cards,Dark Beginning 1,Pharaoh's Servant,Pharaoh's Servant,Pharaoh's Servant,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/23615409.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/23615409.jpg,#N/A,FALSE,0,ok
2,96965364,C,PSV,#N/A,#VALUE!,--,Insect Imitation,Tribute 1 monster. Special Summon 1 Insect-Type monster from your Deck whose Level is 1 higher than the Tributed monster's.,null,null,Spell Card,0,Normal,0,null,"RP02-EN016,PSV-068,PSV-E068,PSV-EN068,","Retro Pack 2,Pharaoh's Servant,Pharaoh's Servant,Pharaoh's Servant,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/96965364.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/96965364.jpg,#N/A,FALSE,0,ok
2,7019529,C,MRD,#N/A,#VALUE!,--,Insect Soldiers of the Sky,The ATK of this card increases by 1000 points whenever it attacks a WIND monster.,1000,800,Effect Monster,3,Insect,WIND,null,"MRD-101,MRD-E101,MRD-EN101,","Metal Raiders,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/7019529.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/7019529.jpg,#N/A,FALSE,0,ok
2,16227556,R,PSV,5,#VALUE!,5,Inspection,"During your opponent's Standby Phase, you can randomly select 1 card in your opponent's hand and look at it at the cost of 500 Life Points.",null,null,Spell Card,0,Continuous,0,null,"PSV-038,PSV-E038,PSV-EN038,","Pharaoh's Servant,Pharaoh's Servant,Pharaoh's Servant,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/16227556.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/16227556.jpg,5,FALSE,0,ok
2,25206027,#N/A,Kaiba Reloaded,,#VALUE!,--,Interplanetarypurplythorny Dragon,If a monster you control is destroyed by battle or card effect and sent to the Graveyard: You can Special Summon this card from your hand.,2200,1100,Effect Monster,5,Dragon,DARK,null,"YSKR-EN027,ORCS-EN085,BP02-EN104,SDKS-EN016,BP02-EN104,AP02-EN004,","Starter Deck: Kaiba Reloaded,Order of Chaos,Battle Pack 2: War of the Giants,Structure Deck: Seto Kaiba,Battle Pack 2: War of the Giants,Astral Pack Two,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/25206027.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/25206027.jpg,#N/A,FALSE,0,ok
2,3056267,R,SRL,#N/A,#VALUE!,--,Invader of the Throne,FLIP: Select 1 monster on your opponent's side of the field and switch control of it with this card. This effect cannot be activated during the Battle Phase.,1350,1700,Flip Effect Monster,4,Warrior,EARTH,null,"DB1-EN013,SRL-026,MRL-026,SRL-EN026,MRL-E026,","Dark Beginning 1,Spell Ruler,Magic Ruler,Spell Ruler,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/3056267.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/3056267.jpg,#N/A,FALSE,0,ok
2,98374133,R,Kaiba,#N/A,#VALUE!,--,Invigoration,An EARTH monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.,null,null,Spell Card,0,Equip,0,null,"SDK-021,SDK-E020,","Starter Deck: Kaiba,Starter Deck: Kaiba,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/98374133.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/98374133.jpg,#N/A,FALSE,0,ok
2,52675689,R,PSV,#N/A,#VALUE!,--,Invitation to a Dark Sleep,"When this monster is summoned (excluding Special Summon), select 1 of your opponent's monsters. As long as this card remains face-up on the field, the selected monster cannot attack.",1500,1800,Effect Monster,5,Spellcaster,DARK,null,"PSV-E082,PSV-082,PSV-EN082,","Pharaoh's Servant,Pharaoh's Servant,Pharaoh's Servant,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/52675689.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/52675689.jpg,#N/A,FALSE,0,ok
2,4042268,SR,PSV,3,#VALUE!,3,Island Turtle,A huge turtle that is often mistaken for an island.,1100,2000,Normal Monster,4,Aqua,WATER,null,"PSV-095,SDJ-005,PSV-EN095,PSV-E095,","Pharaoh's Servant,Starter Deck: Joey,Pharaoh's Servant,Pharaoh's Servant,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/4042268.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/4042268.jpg,3,FALSE,0,ok
2,83968380,#N/A,Kaiba Evolution,,#VALUE!,--,Jar of Greed,Draw 1 card.,null,null,Trap Card,0,Normal,0,Greed,"SS01-ENC16,SD3-EN029,YSD-EN036,SKE-047,DB1-EN242,YS14-EN038,LON-047,LON-EN047,LON-E047,","Speed Duel Starter Decks: Destiny Masters,Structure Deck: Blaze of Destruction,Starter Deck 2006,Starter Deck: Kaiba Evolution,Dark Beginning 1,Super Starter: Space-Time Showdown,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/83968380.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/83968380.jpg,#N/A,FALSE,0,ok
2,14851496,C,MRD,#N/A,#VALUE!,--,Jellyfish,"An almost invisible, semi-transparent jellyfish that drifts in the sea.",1200,1500,Normal Monster,4,Aqua,WATER,null,"MRD-072,MRD-E072,MRD-EN072,","Metal Raiders,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/14851496.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/14851496.jpg,#N/A,FALSE,0,ok
2,90020065,C,SRL,#N/A,#VALUE!,--,Jigen Bakudan,"FLIP: After this card is flipped, Tribute it during your Standby Phase to destroy all monsters on your side of the field and inflict damage equal to half of the total ATK of the destroyed cards (excluding this monster) to your opponent's Life Points.",200,1000,Flip Effect Monster,2,Pyro,FIRE,null,"MRL-074,SRL-074,SDP-012,MRL-E074,SRL-EN074,","Magic Ruler,Spell Ruler,Starter Deck: Pegasus,Spell Ruler,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/90020065.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/90020065.jpg,#N/A,FALSE,0,ok
2,77585513,UR,PSV,1,#VALUE!,1,Jinzo,"Trap Cards, and their effects on the field, cannot be activated. Negate all Trap effects on the field.",2400,1500,Effect Monster,6,Machine,DARK,Jinzo,"LDK2-ENJ10,LCJW-EN023,DPBC-EN027,DL12-EN005,BP01-EN003,PGLD-EN051,BP01-EN003,GLD1-EN003,DUSA-EN045,DB1-EN067,YAP1-EN007,BPT-011,PSV-000,RP02-EN001,PSV-E000,PSV-EN000,","Legendary Decks II,Legendary Collection 4: Joey's World Mega Pack,Duelist Pack: Battle City,Duelist League 3 participation cards,Battle Pack: Epic Dawn,Premium Gold,Battle Pack: Epic Dawn,Gold Series,Duelist Saga,Dark Beginning 1,Anniversary Pack,Collectible Tins 2003,Pharaoh's Servant,Retro Pack 2,Pharaoh's Servant,Pharaoh's Servant,",null,null,Limited,https://storage.googleapis.com/ygoprodeck.com/pics/77585513.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/77585513.jpg,1,FALSE,0,ok
2,32809211,C,MRD,#N/A,#VALUE!,--,Jinzo 7,This monster can attack your opponent's Life Points directly.,500,400,Effect Monster,2,Machine,DARK,Jinzo ,"MRD-035,MRD-E035,DB1-EN162,MRD-EN035,","Metal Raiders,Metal Raiders,Dark Beginning 1,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/32809211.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/32809211.jpg,#N/A,FALSE,0,ok
2,94773007,SR,MRD,4,#VALUE!,4,Jirai Gumo,"When this card declares an attack: Toss a coin and call it. If you call it wrong, lose half your Life Points.",2200,100,Effect Monster,4,Insect,EARTH,null,"DB2-EN054,RP01-EN039,LCJW-EN227,DLG1-EN040,MRD-089,MRD-EN089,MRD-E089,","Dark Beginning 2,Retro Pack,Legendary Collection 4: Joey's World Mega Pack,Dark Legends,Metal Raiders,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/94773007.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/94773007.jpg,4,FALSE,0,ok
2,30113682,R,Kaiba,#N/A,#VALUE!,--,Judge Man,This club-wielding warrior battles to the end and will never surrender.,2200,1500,Normal Monster,6,Warrior,EARTH,null,"DPKB-EN003,LCKC-EN004,SDK-007,SDK-E006,","Duelist Pack: Kaiba,Legendary Collection Kaiba Mega Pack,Starter Deck: Kaiba,Starter Deck: Kaiba,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/30113682.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/30113682.jpg,#N/A,FALSE,0,ok
2,24068492,C,Kaiba,#N/A,#VALUE!,--,Just Desserts,Inflict 500 points of damage to your opponent's Life Points for each monster on your opponent's side of the field.,null,null,Trap Card,0,Normal,0,null,"LCKC-EN105,SDK-040,SDJ-042,SKE-043,SDK-E037,","Legendary Collection Kaiba Mega Pack,Starter Deck: Kaiba,Starter Deck: Joey,Starter Deck: Kaiba Evolution,Starter Deck: Kaiba,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/24068492.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/24068492.jpg,#N/A,FALSE,0,ok
2,15401633,C,LOB,#N/A,#VALUE!,3,Kagemusha of the Blue Flame,"Serving as a double for the Ruler of the Blue Flame, he's a master swordsman that wields a fine blade.",800,400,Normal Monster,2,Warrior,EARTH,null,"LOB-E022,LOB-028,LOB-EN028,","Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/15401633.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/15401633.jpg,#N/A,FALSE,0,ok
2,17444133,#N/A,Kaiba Reloaded,,#VALUE!,--,Kaiser Sea Horse,This card can be treated as 2 Tributes for the Tribute Summon of a LIGHT monster.,1700,1650,Effect Monster,4,Sea Serpent,LIGHT,null,"SDRL-EN008,DPKB-EN017,YSKR-EN016,DB2-EN115,SDBE-EN016,RP02-EN087,SKE-015,","Rise of the Dragon Lords Structure Deck,Duelist Pack: Kaiba,Starter Deck: Kaiba Reloaded,Dark Beginning 2,Saga of Blue-Eyes White Dragon Structure Deck,Retro Pack 2,Starter Deck: Kaiba Evolution,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/17444133.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/17444133.jpg,#N/A,FALSE,0,ok
2,9653271,11,MRD,#N/A,#VALUE!,11,Kaminari Attack,"""Ocubeam"" + ""Mega Thunderball""",1900,1400,Fusion Monster,5,Thunder,WIND,null,"MRD-041,MRD-EN041,MRD-E041,","Metal Raiders,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/9653271.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/9653271.jpg,#N/A,FALSE,0,ok
2,23289281,R,SRL,3,#VALUE!,3,Karate Man,"You can double the original ATK of this card once per turn. If you used this effect, destroy this card during the End Phase.",1000,1000,Effect Monster,3,Warrior,EARTH,null,"DB1-EN049,TP4-013,MRL-083,SDJ-013,SRL-083,SRL-EN083,MRL-E083,","Dark Beginning 1,Tournament Pack 4,Magic Ruler,Starter Deck: Joey,Spell Ruler,Spell Ruler,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/23289281.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/23289281.jpg,3,FALSE,0,ok
2,54541900,11,SRL,#N/A,#VALUE!,11,Karbonala Warrior,"""M-Warrior #1"" + ""M-Warrior #2""",1500,1200,Fusion Monster,4,Warrior,EARTH,null,"LOB-067,TP3-015,MRL-E121,LOB-EN067,","Legend of Blue Eyes White Dragon,Tournament Pack: 3rd Season,Spell Ruler,Legend of Blue Eyes White Dragon,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/54541900.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/54541900.jpg,#N/A,FALSE,2,ok
2,54541900,11,LOB,#N/A,#VALUE!,11,Karbonala Warrior,"""M-Warrior #1"" + ""M-Warrior #2""",1500,1200,Fusion Monster,4,Warrior,EARTH,null,"LOB-067,TP3-015,MRL-E121,LOB-EN067,","Legend of Blue Eyes White Dragon,Tournament Pack: 3rd Season,Spell Ruler,Legend of Blue Eyes White Dragon,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/54541900.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/54541900.jpg,#N/A,TRUE,1,ok
2,62340868,C,MRD,4,#VALUE!,4,Kazejin,"During damage calculation in your opponent's turn, if this card is being attacked: You can target the attacking monster; make that target's ATK 0 during damage calculation only (this is a Quick Effect). This effect can only be used once while this card is face-up on the field.",2400,2200,Effect Monster,7,Spellcaster,WIND,null,"LCJW-EN225,BPW2-EN004,DB1-EN158,DLG1-EN032,MRD-026,WGRT-EN004,RP01-EN031,MRD-E026,MRD-EN026,","Legendary Collection 4: Joey's World Mega Pack,War of the Giants: Round 2,Dark Beginning 1,Dark Legends,Metal Raiders,War of the Giants Reinforcements,Retro Pack,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/62340868.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/62340868.jpg,4,FALSE,0,ok
2,88979991,C,MRD,#N/A,#VALUE!,--,Killer Needle,A huge bee with exceptional strength that's particularly dangerous in a swarm.,1200,1000,Normal Monster,4,Insect,WIND,null,"MRD-006,MRD-E006,MRD-EN006,","Metal Raiders,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/88979991.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/88979991.jpg,#N/A,FALSE,0,ok
2,84686841,C,LOB,#N/A,#VALUE!,--,King Fog,A fiend that dwells in a blinding curtain of smoke.,1000,900,Normal Monster,3,Fiend,DARK,null,"LOB-036,LOB-EN036,LOB-E030,","Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,Legend of Blue Eyes White Dragon,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/84686841.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/84686841.jpg,#N/A,FALSE,0,ok
2,69455834,C,MRD,#N/A,#VALUE!,--,King of Yamimakai,Wields the power of darkness to destroy its enemies.,2000,1530,Normal Monster,5,Fiend,DARK,null,"DB2-EN046,MRD-074,MRD-EN074,MRD-E074,","Dark Beginning 2,Metal Raiders,Metal Raiders,Metal Raiders,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/69455834.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/69455834.jpg,#N/A,FALSE,0,ok
2,4266839,C,PSV,#N/A,#VALUE!,--,Kiseitai,"When your opponent's monster attacks this card in face-down Defense Position, this card becomes an Equip Spell Card equipped to the attacking monster (No damage calculation is conducted). During each of your opponent's Standby Phases, increase your Life Points by half of the ATK of the monster equipped with this card.",300,800,Effect Monster,2,Fiend,DARK,null,"DB1-EN093,PSV-046,PSV-E046,PSV-EN046,","Dark Beginning 1,Pharaoh's Servant,Pharaoh's Servant,Pharaoh's Servant,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/4266839.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/4266839.jpg,#N/A,FALSE,0,ok
2,1184620,C,MRD,#N/A,#VALUE!,8,Kojikocy,A man-hunter with powerful arms that can crush boulders.,1500,1200,Normal Monster,4,Warrior,EARTH,null,"DB1-EN147,SDK-009,SKE-005,MRD-010,MRD-E010,MRD-EN010,SDK-E008,","Dark Beginning 1,Starter Deck: Kaiba,Starter Deck: Kaiba Evolution,Metal Raiders,Metal Raiders,Metal Raiders,Starter Deck: Kaiba,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/1184620.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/1184620.jpg,#N/A,FALSE,2,ok
2,1184620,C,Kaiba,#N/A,#VALUE!,--,Kojikocy,A man-hunter with powerful arms that can crush boulders.,1500,1200,Normal Monster,4,Warrior,EARTH,null,"DB1-EN147,SDK-009,SKE-005,MRD-010,MRD-E010,MRD-EN010,SDK-E008,","Dark Beginning 1,Starter Deck: Kaiba,Starter Deck: Kaiba Evolution,Metal Raiders,Metal Raiders,Metal Raiders,Starter Deck: Kaiba,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/1184620.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/1184620.jpg,#N/A,TRUE,1,ok
2,19406822,R,SRL,#N/A,#VALUE!,--,Kotodama,"If there are face-up monsters with the same name on the field, destroy those monsters. (If a monster is Summoned or flipped-face up that has the same name as a monster that is already face-up on the field, the new face-up monster is destroyed. If they are Summoned or flipped face-up at the same time, they are all destroyed.)",0,1600,Effect Monster,3,Fairy,EARTH,null,"DB1-EN058,SRL-095,TU07-EN014,MRL-095,SRL-EN095,MRL-E095,","Dark Beginning 1,Spell Ruler,Turbo Pack: Booster Seven,Magic Ruler,Spell Ruler,Spell Ruler,",null,null,null,https://storage.googleapis.com/ygoprodeck.com/pics/19406822.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/19406822.jpg,#N/A,FALSE,0,ok
